OrdemPad,OrdemEns,N,cv,rho,mod,algorithm,Cost,SL,Smax,Smin
877,119,10,0.1,0.8,Low,RD,109321.861,99.53089563,"[699.6134177907549, 957.7416274277241, 163.13745468362507, 553.6224335755256, 198.08763473770995, 864.2572978850762, 650.2307231356506, 425.4954570706568, 292.50577601005034, 308.6155532571583]","[476.9178234839962, 841.4147482084546, 118.77746480672923, 376.30780720778705, 194.60151648045778, 583.0102863611638, 198.04133298732822, 125.94943627993715, 28.138410375624414, 188.30823777508004]"
35,120,3,0.1,0.9,High,GA,79302.75898,97.93313011,"[178.71, 487.56, 950.61]","[19.422575751990387, 422.9330543135152, 344.34436429041125]"
45,121,3,0.25,0.7,High,RD,238483.4327,79.07564439,"[983.0382067991865, 693.6977359312598, 575.5146069690795]","[911.142039462254, 272.8532470174723, 277.31959620270015]"
123,122,5,0.1,0.8,Low,GA,142008.1591,91.34854469,"[304.01, 394.35, 449.48, 20.71, 541.22]","[241.61592264948803, 188.3363948959771, 50.88635483780236, 7.596681166307946, 494.9224348857574]"
479,123,5,0.25,0.7,High,GA,188084.9824,87.65213051,"[826.35, 910.72, 434.26, 647.62, 890.11]","[481.99070569117094, 857.9894240649245, 1.780438135941563, 517.5001153883206, 625.6372706316461]"
485,124,5,0.25,0.8,Medium,RD,100567.9253,95.93318996,"[620.1761969549648, 885.2325051342846, 807.5027979355241, 485.9126878206236, 602.3923874109987]","[298.02099192656146, 692.8484676673728, 774.2436721292481, 86.83085544502659, 488.8661079903275]"
641,125,10,0.5,0.9,Medium,RD,108268.0952,99.27583251,"[677.7920725698606, 571.7425281411332, 705.5412757087686, 364.86797109477334, 213.6146549820711, 290.6724027917045, 444.1379681669514, 775.612964063449, 211.18009403540538, 715.6623442766278]","[110.13392480818078, 296.20849001290605, 581.8851468050119, 247.10576260405648, 144.03925560251756, 185.19347393734105, 244.39584847761753, 6.412602141525326, 143.40124488313083, 530.7096933683473]"
473,126,5,0.25,0.7,Medium,RD,184555.5254,86.59428607,"[791.9490135440452, 941.7381043200738, 152.32109589133503, 493.345607378099, 665.2809983148891]","[652.7192004539917, 452.28604532447366, 76.01335692049418, 467.61273077884067, 502.46711147195794]"
71,127,3,0.25,0.9,High,GA,93677.78948,94.55844592,"[807.7, 527.67, 510.26]","[352.2229713903923, 371.14791830831285, 351.89899747954945]"
828,128,5,0.25,0.9,High,ACO,81649.94809,98.84083964,"[945.0, 735.0, 660.0, 350.0, 655.0]","[915.0, 440.0, 460.0, 225.0, 165.0]"
936,129,10,0.25,0.9,High,ACO,110168.9936,99.66424214,"[760.0, 960.0, 400.0, 95.0, 370.0, 450.0, 540.0, 330.0, 25.0, 65.0]","[600.0, 555.0, 370.0, 40.0, 245.0, 235.0, 520.0, 105.0, 15.0, 30.0]"
628,130,10,0.5,0.8,Low,ACO,111751.4689,98.94169612,"[795.0, 430.0, 375.0, 420.0, 950.0, 380.0, 760.0, 660.0, 565.0, 925.0]","[665.0, 160.0, 90.0, 185.0, 760.0, 275.0, 340.0, 385.0, 285.0, 795.0]"
650,131,3,0.1,0.7,Low,NM,266517.5552,75.9306103,"[621.7514765291902, 617.2978187451173, 771.9285091104898]","[197.15833855277845, 406.17047591641426, 267.12059748090377]"
11,132,3,0.1,0.7,High,GA,260510.6007,77.14442427,"[572.03, 604.28, 135.95]","[108.29480077041435, 215.1896071717479, 116.59161983693514]"
682,133,3,0.1,0.9,High,NM,237222.2031,79.11661536,"[861.7178369614703, 654.86151605434, 311.3577339480744]","[118.08798245397163, 313.4541884422733, 140.8497997524973]"
551,134,10,0.1,0.7,High,GA,256290.5176,83.95557105,"[50.74, 984.12, 880.8, 194.3, 983.89, 747.85, 585.92, 577.39, 423.42, 235.84]","[42.05321966116077, 549.8526023566933, 723.5484627508351, 169.01533103476913, 563.3728239433585, 506.4974774992487, 465.3897313470351, 338.65477592749465, 190.06597673043325, 31.75547960330389]"
384,135,3,0.25,0.8,High,ACO,114946.9825,91.95919511,"[845.0, 285.0, 380.0]","[765.0, 165.0, 225.0]"
688,136,3,0.25,0.7,Low,ACO,210750.3623,82.48500672,"[955.0, 760.0, 980.0]","[325.0, 755.0, 820.0]"
642,137,10,0.5,0.9,Medium,NM,89132.87918,99.85350616,"[497.1985047503575, 421.24539948972614, 491.3931209263252, 467.76036612167843, 662.1022577269222, 489.0683012385235, 491.0715266470231, 391.9978408413262, 482.4493617425693, 583.6769396448286]","[234.53136459453776, 224.98380718360207, 286.01337417963083, 188.24006361901738, 288.1935966124156, 295.584995721076, 100.24695102990168, 248.7228803951177, 234.4443146200994, 241.08665495103315]"
607,138,10,0.25,0.9,Medium,GA,109261.8233,100,"[93.1, 133.78, 58.31, 584.88, 199.35, 192.12, 59.07, 21.1, 451.74, 484.78]","[0.8062945108203323, 35.06111442956876, 26.47847631791807, 376.0644094061917, 162.49918066263726, 126.74666872448313, 19.110018206189324, 5.415799777821205, 47.916161814760244, 13.329661503107209]"
836,139,5,0.5,0.7,Medium,ACO,137393.713,92.58364533,"[995.0, 445.0, 925.0, 780.0, 990.0]","[600.0, 265.0, 485.0, 635.0, 980.0]"
250,140,10,0.1,0.9,High,NM,93833.71967,99.94382078,"[943.8622861365244, 461.0939870418509, 750.6063963715618, 479.9229480716951, 507.3494084846766, 611.8958466473697, 459.52385975636014, 388.16819582176674, 392.0118545040931, 507.9143163909836]","[655.7097933350573, 252.37330935200754, 538.8807359605275, 288.2277371972011, 297.4715497697151, 270.12916688028264, 276.30834535472655, 254.65779110004223, 229.35491521069585, 85.577608431126]"
956,141,10,0.5,0.8,Medium,ACO,115149.2111,99.64296994,"[465.0, 470.0, 475.0, 330.0, 500.0, 750.0, 525.0, 925.0, 945.0, 560.0]","[300.0, 235.0, 415.0, 95.0, 495.0, 500.0, 90.0, 215.0, 220.0, 510.0]"
102,142,3,0.5,0.9,Medium,NM,84413.26393,96.40777138,"[592.6890292557935, 852.5026792134613, 507.5491613781105]","[458.54905469958294, 667.43849002457, 88.93395118855977]"
34,143,3,0.1,0.9,High,NM,123746.3678,91.33660319,"[405.79810547849024, 372.103028728757, 513.9137463887937]","[351.33846866633866, 188.30463543903343, 308.53889754303134]"
449,144,5,0.1,0.8,Medium,RD,131294.5165,92.820653,"[624.1355242038883, 874.5354603758472, 714.669342183759, 961.1285576642113, 370.02579165493097]","[521.8211035268201, 359.2057966714921, 691.9555643006619, 750.5710903092723, 339.7615823565493]"
246,145,10,0.1,0.9,Medium,NM,89814.98978,100,"[637.51576255933, 673.2277307379485, 579.9704196355838, 480.9629695395667, 600.4245100112382, 542.3566450878787, 528.4742003787737, 473.7343167940939, 414.7159128650451, 545.7485532656759]","[313.4125213313131, 416.6362132554091, 187.98841456041245, 167.02161923745922, 368.6179315430094, 263.0127663849469, 288.30295898345713, 285.16807841319167, 235.11175647431224, 245.68210483791648]"
328,146,3,0.1,0.7,Low,ACO,239243.8213,79.17175413,"[855.0, 655.0, 815.0]","[715.0, 400.0, 580.0]"
858,147,5,0.5,0.9,Medium,NM,85885.26704,98.55091859,"[670.9990088803715, 1530.0440078550614, 747.0146678793948, 478.9829490044726, 668.2170278202447]","[204.3917791490144, 656.1676663619589, 321.939316354492, 477.06861406875095, 227.92614309237536]"
770,148,5,0.1,0.8,Low,NM,75627.81736,99.95941479,"[627.1957642594598, 803.1241702749962, 1907.8280898781854, 476.1413867796356, 561.5784251284823]","[350.7392191671496, 571.550953731153, 1389.428002637404, 444.70579817862733, 524.8778324130426]"
823,149,5,0.25,0.9,Medium,GA,69967.22328,99.6362615,"[237.14, 837.09, 560.5, 370.48, 45.91]","[18.72625495969614, 548.5247467983463, 334.70646592398947, 215.81948522695055, 4.927788985585392]"
731,150,3,0.5,0.7,High,GA,254368.7654,76.48124487,"[655.66, 351.68, 37.8]","[55.46626924311894, 120.87726555869392, 37.60038725340011]"
43,151,3,0.25,0.7,Medium,GA,240587.4347,79.27782975,"[773.29, 568.84, 292.7]","[9.658567762942008, 250.22763298711902, 67.08134576990025]"
537,152,5,0.5,0.9,High,RD,89384.89239,99.58436048,"[935.8443196179917, 908.3377630140179, 352.29920612409825, 715.1589483016538, 740.3947961367767]","[741.7348110041686, 629.6846988281089, 234.15462622035813, 581.6142274519169, 252.87506012054232]"
326,153,3,0.1,0.7,Low,NM,232849.4786,79.87342976,"[1009.7417885650351, 919.0242245332728, 758.7161179545304]","[351.3735253953118, 574.7845215244005, 447.1533128331863]"
236,154,10,0.1,0.8,Medium,ACO,107810.4174,99.7679436,"[225.0, 505.0, 855.0, 795.0, 605.0, 395.0, 675.0, 690.0, 930.0, 555.0]","[195.0, 190.0, 585.0, 505.0, 150.0, 195.0, 100.0, 635.0, 525.0, 375.0]"
237,155,10,0.1,0.8,High,RD,122178.5472,96.34577282,"[898.4937970249343, 721.07801030678, 369.8615264874058, 44.29653876107731, 567.8427004068892, 438.7815863788157, 249.9340754197702, 257.6080744476021, 645.3211067176629, 457.9857126901756]","[818.52160510552, 481.51272222305306, 267.4182902707527, 16.50591584573867, 562.7559123353559, 231.07521708739102, 103.82411444790252, 100.07118687023706, 171.2226268733829, 56.86963095757631]"
657,156,3,0.1,0.7,High,RD,250562.743,78.37621596,"[931.0960571032018, 815.7858723054088, 95.07938564416717]","[777.9432589037162, 627.4909144477905, 65.34243717862171]"
776,157,5,0.1,0.8,Medium,ACO,137271.5469,91.64007123,"[805.0, 630.0, 540.0, 395.0, 700.0]","[560.0, 590.0, 360.0, 130.0, 675.0]"
60,158,3,0.25,0.8,High,ACO,138826.9535,89.70087663,"[850.0, 310.0, 315.0]","[825.0, 180.0, 280.0]"
167,159,5,0.25,0.8,High,GA,117344.1672,93.15139033,"[536.01, 79.33, 211.56, 756.12, 522.61]","[178.55827452290472, 17.012612261964787, 72.06257451458578, 121.74085196214007, 252.07937333994775]"
54,160,3,0.25,0.8,Medium,NM,88760.30673,99.57616267,"[902.6773861345051, 1070.2798924262327, 1697.4520054497348]","[901.6717531281404, 1070.2798924262327, 1652.7571964745748]"
435,161,5,0.1,0.7,Low,GA,233086.4111,81.19565663,"[880.33, 179.53, 553.35, 566.59, 33.8]","[718.2262856982919, 47.21336618411805, 109.55135361821876, 428.8742619818859, 6.7344265282060825]"
652,162,3,0.1,0.7,Low,ACO,219621.6993,81.3559316,"[920.0, 710.0, 675.0]","[900.0, 515.0, 565.0]"
896,163,10,0.1,0.9,Medium,ACO,96576.69854,99.90650496,"[410.0, 585.0, 290.0, 530.0, 165.0, 665.0, 620.0, 355.0, 850.0, 250.0]","[150.0, 220.0, 255.0, 340.0, 125.0, 75.0, 470.0, 65.0, 625.0, 200.0]"
270,164,10,0.25,0.8,Medium,NM,98959.61183,99.63500211,"[500.3716402140994, 536.8786150735264, 828.240353215614, 648.5334738493788, 788.1830269813406, 580.3842777563669, 576.4798842072753, 394.4428764384004, 371.10223129740905, 569.8621797331435]","[214.26737536102334, 344.0686959476326, 500.3107338425093, 539.0033008996518, 242.02476447550382, 315.63783154586, 323.13877196329275, 175.2566301132086, 289.8531693088721, 225.56551982581843]"
126,165,5,0.1,0.8,Medium,NM,132415.3597,91.71015081,"[576.462330640596, 529.3371952621562, 405.58672343140535, 579.5184883856809, 762.5857228154977]","[424.50140554738164, 163.98309418041612, 237.1609558591223, 517.5373072134566, 500.76299418016015]"
761,166,5,0.1,0.7,Medium,RD,192875.4654,87.37771999,"[895.3841578323603, 861.0940408542373, 606.3752298334213, 516.1132529593846, 862.4357912582657]","[881.4823683444845, 860.3884941662102, 212.2594815057411, 268.4920340060931, 511.3728853908653]"
401,167,3,0.5,0.7,Medium,RD,187256.632,84.64998112,"[492.92621958964656, 723.2930987882468, 385.78509940167015]","[325.5123417776599, 595.6928360667152, 381.9819548219463]"
518,168,5,0.5,0.8,Low,NM,98810.17598,98.68446707,"[887.4354641673177, 211.4881154939624, 997.6476330643254, 1155.014133658351, 1441.1759778052958]","[471.1708856198407, 192.7198986479207, 363.64916197966176, 666.4834638093691, 758.8203063933483]"
349,169,3,0.1,0.9,Low,RD,69515.30302,97.32360386,"[789.8259383493978, 523.0161296779813, 726.5977993071931]","[559.0401529810499, 252.9359357369418, 700.3542866839358]"
217,170,10,0.1,0.7,Low,RD,124509.9203,97.0356771,"[410.9212923475344, 513.1855591358425, 706.0200384647218, 265.5910583572879, 715.3172711344222, 471.8995733732101, 963.3769949751548, 395.3543213927007, 505.5278743894368, 583.3319458271214]","[129.402745792563, 386.30705863615384, 663.8040739154686, 217.29653525167618, 49.0552811063682, 292.2164584530984, 901.737153859479, 203.285513695935, 475.1442537097234, 501.89720499443456]"
239,171,10,0.1,0.8,High,GA,134103.7309,99.03007039,"[544.54, 501.64, 969.69, 260.47, 319.24, 397.4, 746.9, 417.16, 345.72, 537.18]","[350.91806849172804, 187.00421069065422, 466.210588721319, 229.76572216133098, 247.81956917552773, 139.26969001046436, 35.97182974620407, 119.42191807865053, 140.80999103559358, 447.7869340221924]"
325,172,3,0.1,0.7,Low,RD,222432.8274,80.84087853,"[644.1219760847615, 676.7714899641159, 861.5047987412682]","[156.0122741688291, 671.048706327291, 646.0139189933622]"
930,173,10,0.25,0.9,Medium,NM,82168.90331,99.71525991,"[524.0744038297811, 462.53285058430566, 596.6690772442267, 367.1764324228355, 395.52029841650847, 474.87990410406917, 437.1564427107082, 422.35079834913455, 425.27837017273526, 284.09609024311493]","[270.6275729356312, 303.63178385893684, 248.10701235806457, 176.660777498937, 282.43330915497916, 218.0353605734254, 299.38868987063336, 301.997365141561, 131.5198356228103, 111.73564103785856]"
549,174,10,0.1,0.7,High,RD,144429.9775,95.71018726,"[901.7945537184911, 733.316069285631, 928.124159535579, 343.7324565406132, 362.38321624976675, 801.9761780949456, 286.7245125043277, 584.8835246884703, 463.5529239051407, 654.0651338508607]","[876.2801780515106, 640.1012810086298, 786.814130845523, 238.6363028336496, 113.58715907729469, 226.55007867805904, 94.80220104100009, 301.2101602633239, 167.07985120830082, 528.9775021041115]"
705,175,3,0.25,0.8,High,RD,149001.6045,89.7116117,"[823.7455803671016, 414.7459589789001, 666.7250851078824]","[799.073680504845, 378.6119564706535, 307.96659301110225]"
589,176,10,0.25,0.8,Low,RD,114151.6148,98.0644926,"[493.09006805986945, 444.2873112706963, 400.4169634727428, 799.8191073303523, 667.7602853120478, 529.91398964836, 709.7248301529293, 669.3919542442238, 394.0951426219477, 576.45543317665]","[488.60349468412153, 155.71942360710847, 220.24719107940416, 373.7051182084806, 562.693769096898, 122.26783413248073, 514.2876101028817, 30.327449747259678, 180.47355124865248, 145.28016556964906]"
935,177,10,0.25,0.9,High,GA,143720.778,98.23490813,"[934.34, 845.41, 854.94, 296.24, 828.14, 869.88, 757.18, 955.22, 761.9, 439.51]","[373.92542999347324, 114.41264066566843, 697.5458312319407, 284.30886347900696, 179.00463300907697, 269.1625885350954, 643.0244422303605, 129.757254076617, 301.8317467052104, 411.47711332689465]"
752,178,3,0.5,0.9,Medium,ACO,59376.56668,99.61066187,"[855.0, 775.0, 805.0]","[730.0, 610.0, 280.0]"
742,179,3,0.5,0.8,High,NM,179235.1823,85.16452282,"[407.0765850442053, 228.37153120016654, 304.2224866421597]","[245.85809170683615, 68.53426942938297, 203.9095429327248]"
152,180,5,0.25,0.7,Medium,ACO,159898.933,89.49261156,"[730.0, 995.0, 485.0, 395.0, 535.0]","[475.0, 955.0, 470.0, 240.0, 225.0]"
129,181,5,0.1,0.8,High,RD,135279.6054,92.46910739,"[592.3130164082938, 132.3081957251858, 49.60870856246036, 951.7015570485173, 615.4062163593837]","[405.8068900198856, 88.92313392162656, 25.115966060735296, 604.3743846869932, 457.1489717688956]"
934,182,10,0.25,0.9,High,NM,100213.2618,100,"[976.2928896576743, 479.59725156400657, 555.6328733819685, 510.1985501223152, 499.317049106726, 556.6904764015908, 466.47550142466207, 367.7365193929121, 640.3144435184595, 597.1152815861844]","[760.3101306208445, 178.79807586222458, 149.89449553520336, 261.3455928603114, 323.6061372782861, 273.594234370325, 249.0682155368547, 211.4350108206317, 307.57813056595694, 437.9728485695907]"
176,183,5,0.25,0.9,Medium,ACO,81142.12618,98.08821069,"[890.0, 505.0, 685.0, 910.0, 695.0]","[575.0, 375.0, 240.0, 700.0, 205.0]"
356,184,3,0.1,0.9,Medium,ACO,72078.26096,98.17308494,"[920.0, 840.0, 785.0]","[540.0, 770.0, 785.0]"
329,185,3,0.1,0.7,Medium,RD,218964.9293,81.34413796,"[710.530134865612, 626.2993790461512, 564.4104527728119]","[612.4759224169611, 590.5470848363556, 475.6150343758258]"
937,186,10,0.5,0.7,Low,RD,120771.5461,97.94811277,"[850.0722960688101, 340.1122700487872, 330.2020246342978, 339.9492521635491, 585.5752914874193, 130.07277460536937, 805.8608191298638, 225.22557468600735, 840.946374150031, 899.8463852417232]","[210.2115430418193, 109.55714622361371, 213.3541165150953, 294.4256223771293, 559.0477049974915, 62.68110104443019, 203.5942678432755, 198.90746848882162, 751.5842268907146, 459.49707600779357]"
44,187,3,0.25,0.7,Medium,ACO,214584.1301,82.25301055,"[990.0, 780.0, 825.0]","[585.0, 85.0, 650.0]"
132,188,5,0.1,0.8,High,ACO,123664.0819,94.20359668,"[940.0, 290.0, 535.0, 855.0, 520.0]","[830.0, 220.0, 535.0, 660.0, 30.0]"
959,189,10,0.5,0.8,High,GA,165457.2614,92.29447347,"[269.74, 78.48, 61.48, 90.69, 308.79, 730.44, 847.57, 21.17, 0.22, 357.98]","[209.59612987834745, 27.650811626999904, 46.53102667689477, 52.469589873959464, 84.80168742848466, 556.1776835196987, 562.2401020773397, 6.038402707765153, 0.018371458588008305, 334.4303095786664]"
739,190,3,0.5,0.8,Medium,GA,162031.6542,88.47094273,"[188.76, 160.08, 766.13]","[75.29239163163197, 137.22897421845363, 141.99615079710802]"
734,191,3,0.5,0.8,Low,NM,67402.31489,99.74876975,"[913.0364351079181, 1297.8917786939992, 1256.6319517136085]","[822.7597236343133, 1224.9466940058496, 590.1691729090059]"
866,192,10,0.1,0.7,Low,NM,113622.1344,98.85639087,"[364.5169297608901, 628.8906355230757, 959.130560532007, 859.7877790514655, 472.05142684974646, 891.2339952493425, 422.63396408727573, 485.2633865778491, 622.8304286997213, 1011.6074195129727]","[267.93762022862825, 264.40804774421025, 660.2018638060501, 287.82712879016356, 379.9922051641345, 398.137951551608, 223.99965463559792, 251.2126219184755, 480.048801939135, 578.4458631362336]"
612,193,10,0.25,0.9,High,ACO,102114.0311,99.30593011,"[830.0, 765.0, 175.0, 255.0, 750.0, 340.0, 395.0, 715.0, 30.0, 350.0]","[610.0, 700.0, 155.0, 160.0, 300.0, 10.0, 260.0, 85.0, 5.0, 110.0]"
84,194,3,0.5,0.7,High,ACO,177487.0671,86.52268099,"[800.0, 520.0, 975.0]","[575.0, 390.0, 695.0]"
773,195,5,0.1,0.8,Medium,RD,106498.4063,95.39125149,"[979.634565177632, 522.2414074708696, 851.7939088612248, 554.3895958206259, 786.4971279246996]","[424.3435793361869, 322.865993402155, 783.5920351574205, 547.0355787661944, 673.0585872956763]"
223,196,10,0.1,0.7,Medium,GA,127929.5907,97.35547441,"[457.99, 117.07, 152.13, 778.36, 981.51, 861.03, 277.61, 42.68, 353.8, 133.02]","[159.35223193587828, 52.55084804932455, 68.11751350150176, 42.19929363590173, 440.5498202186576, 562.9151115322096, 51.03882388016811, 26.796065956290263, 236.24644089048144, 57.876236196329856]"
577,197,10,0.25,0.7,Low,RD,122539.0739,97.73084218,"[438.37157402257253, 637.6020778506113, 436.0091399464169, 928.0347268283713, 986.3274075394752, 750.3162774892583, 573.6800209341868, 574.1994373652004, 677.8279714077257, 416.82319115729405]","[60.33021535466167, 630.6592969112028, 100.53951397385708, 763.0269581432574, 847.2200204038179, 357.8119351233358, 561.7340351436388, 372.7597763824724, 318.81989844903603, 134.53537642402034]"
833,198,5,0.5,0.7,Medium,RD,135982.3663,91.37203248,"[752.2481965142061, 703.0506964296383, 435.9551547361711, 576.5923459990546, 380.50644512588883]","[397.6241126671899, 235.61396797955666, 78.98250185240884, 506.423107834479, 274.5779178911442]"
107,199,3,0.5,0.9,High,GA,82522.68077,96.83849381,"[922.66, 308.25, 400.61]","[313.9042021774021, 132.37386379261, 312.49721720402516]"
342,200,3,0.1,0.8,Medium,NM,166796.849,86.2454942,"[437.48358423516027, 674.7926468827422, 412.4752316542716]","[334.76644796638277, 378.8550013612699, 139.94668318649008]"
579,201,10,0.25,0.7,Low,GA,126714.0722,96.53880644,"[734.99, 760.67, 12.7, 391.71, 252.48, 964.27, 846.87, 13.29, 106.03, 913.62]","[149.0154884449624, 4.660716454419651, 10.728412538029051, 85.31706980702783, 201.03536470098499, 303.7150286941627, 415.4447950837081, 10.11793938884395, 55.55663258484411, 414.2149991764248]"
153,202,5,0.25,0.7,High,RD,176224.287,87.2861084,"[790.5887855437593, 800.9096848377313, 190.44057948509098, 997.5622926349059, 402.85381579147503]","[749.1609726891783, 563.4515840806988, 87.6338677012018, 600.2804478393554, 90.92369749869476]"
471,203,5,0.25,0.7,Low,GA,174231.1634,87.26228471,"[721.67, 714.16, 558.23, 554.66, 475.03]","[130.44992050324194, 210.59189317981279, 281.78466034185215, 438.1856119177617, 86.26160684354707]"
125,204,5,0.1,0.8,Medium,RD,132706.0742,92.07139399,"[686.0055506102798, 670.5945541742468, 937.5179033840398, 487.5856518177386, 451.24659766626195]","[562.6762147062243, 626.0163077748169, 506.03595582773596, 436.3690554362404, 86.58928200257874]"
638,205,10,0.5,0.9,Low,NM,90675.28357,99.83715502,"[605.2870576571065, 543.3275400810671, 489.21224996223253, 416.7755163163381, 551.2774496085416, 554.3792003105132, 530.9806840047116, 478.9787981700762, 457.43910502145116, 539.9225669641468]","[263.87800410518224, 277.28880977937087, 197.2856585791388, 196.9492693219462, 154.2279127453764, 182.41680153041233, 334.05514388142905, 225.01959729940646, 210.49121128388725, 285.9968498438218]"
953,206,10,0.5,0.8,Medium,RD,120367.7938,98.12105461,"[956.2100771341417, 625.1265578829399, 749.3988509077586, 598.5059372905857, 385.27141257245347, 922.6652244296337, 320.71490803782945, 469.32867453840623, 513.9754658760144, 282.03381006687636]","[541.3470163211814, 561.2114258049781, 589.3001781130141, 3.880675566430031, 258.59586136019914, 581.6770011852811, 232.75784698382736, 329.4956563640027, 154.68762640218904, 158.86345647443102]"
33,207,3,0.1,0.9,High,RD,60280.19356,100,"[812.8188495077818, 346.05743010465505, 974.8042457363554]","[695.6592303840271, 267.0440084082607, 923.9878602230986]"
344,208,3,0.1,0.8,Medium,ACO,130031.2418,90.85428466,"[865.0, 575.0, 565.0]","[795.0, 530.0, 400.0]"
498,209,5,0.25,0.9,Medium,NM,67031.54277,99.18208229,"[1140.225150947556, 830.6521602344233, 612.3536123262566, 651.9203700809707, 513.0032663598206]","[623.4440009092033, 518.0273910736616, 484.34583524760296, 280.74253090441374, 90.11964196291243]"
578,210,10,0.25,0.7,Low,NM,114878.5056,99.45534576,"[909.014825886579, 431.7249782347559, 709.6191678364947, 751.5331350487851, 588.4317705881176, 584.3961897341192, 1151.473602576705, 579.270558186068, 844.6976861044394, 605.5064060031914]","[493.0190397554676, 401.38208914759105, 355.7367438469059, 187.52390531454552, 187.78514218084234, 383.93052412215485, 716.587560660352, 433.4955927338692, 410.4781192426443, 376.3947586369451]"
596,211,10,0.25,0.8,Medium,ACO,121000.2901,97.63942926,"[750.0, 540.0, 945.0, 470.0, 510.0, 570.0, 495.0, 100.0, 145.0, 535.0]","[500.0, 150.0, 770.0, 380.0, 310.0, 140.0, 65.0, 90.0, 145.0, 400.0]"
865,212,10,0.1,0.7,Low,RD,123497.7421,99.28677292,"[981.7772142134094, 580.2900759525046, 881.2125577384364, 528.8826289496486, 809.2344247803289, 594.3714620465556, 129.18639608610593, 395.72943174060447, 794.9652070001968, 964.0382537814286]","[727.6825595507822, 457.81299493858586, 621.3929747020401, 139.65871853968594, 693.248980542105, 268.9725690139879, 90.2153638872577, 210.05111950521814, 640.1293017073531, 596.6166696933063]"
602,213,10,0.25,0.9,Low,NM,90409.80205,99.95493556,"[558.8401457367125, 452.1375451530661, 492.6865608248888, 606.2389640875892, 727.2690775747581, 488.76722387238317, 412.9729958575029, 468.38446396447597, 577.6849850538455, 529.0578262997604]","[245.27770984291715, 306.2334268476751, 252.55901387149697, 227.26439646216247, 417.98089202166415, 185.95183424983554, 197.4531888649342, 250.0836947119911, 277.3813543860443, 303.2706340102658]"
755,214,3,0.5,0.9,High,GA,94505.44225,93.85521985,"[768.12, 104.69, 954.69]","[749.4885282512872, 65.2822024861751, 360.14238942393007]"
477,215,5,0.25,0.7,High,RD,171492.4612,87.17066973,"[758.7127861925924, 534.6456152474493, 254.56517306680792, 584.3389185634694, 149.5615492477521]","[726.0636070453759, 483.3637828874525, 182.51019328656702, 572.5096003607695, 103.70868661381117]"
424,216,3,0.5,0.9,Low,ACO,65253.74483,99.15685777,"[615.0, 410.0, 985.0]","[480.0, 280.0, 890.0]"
567,217,10,0.1,0.9,Low,GA,110468.8042,98.16367109,"[645.34, 608.69, 407.17, 87.8, 150.91, 985.95, 924.27, 92.85, 514.21, 857.11]","[265.25338403418175, 341.49013586236566, 21.951012662260897, 25.736212497050953, 106.72463382847062, 403.86671694596276, 628.6605842529885, 24.100188474777184, 164.3635428424422, 447.89247470336693]"
969,218,10,0.5,0.9,High,RD,101993.105,98.32019808,"[730.1630236366179, 779.214965097233, 205.5740967313726, 85.57432642824492, 264.0054077510975, 220.87920848248655, 210.77294305169193, 944.3356504097338, 274.0059524612335, 338.5869836797573]","[727.7933076726653, 362.91383689622796, 56.44933123977667, 58.70298900868688, 79.70540789470508, 158.97631006881392, 123.22035110993221, 22.30980031497709, 128.67228559935035, 176.08684688137305]"
771,219,5,0.1,0.8,Low,GA,118776.2475,95.33155155,"[562.96, 955.33, 169.18, 807.93, 201.29]","[545.6648086631936, 825.7161897041703, 57.757420502949465, 395.5093167894346, 4.000506752750267]"
651,220,3,0.1,0.7,Low,GA,247465.4697,78.72695945,"[458.74, 820.85, 12.77]","[70.54418134049429, 765.9496283299392, 8.885817088795898]"
261,221,10,0.25,0.7,High,RD,165377.177,93.2921498,"[526.6684356664264, 446.11505658058206, 943.8430861849056, 119.89513131337537, 240.4572492031255, 905.9624257130678, 324.90435316732703, 73.88031291321883, 764.6488269484238, 939.9786299161524]","[386.9058739720204, 439.69192379604357, 900.4652464700199, 6.156763485296268, 131.6028741565683, 360.35859670985, 170.12510343169112, 50.99096089758156, 61.16741938928761, 400.9886492279171]"
880,222,10,0.1,0.8,Low,ACO,110282.0419,98.93365217,"[545.0, 650.0, 805.0, 960.0, 745.0, 220.0, 225.0, 810.0, 145.0, 460.0]","[360.0, 625.0, 725.0, 820.0, 175.0, 65.0, 215.0, 275.0, 75.0, 140.0]"
352,223,3,0.1,0.9,Low,ACO,63854.37662,98.23897382,"[910.0, 505.0, 920.0]","[910.0, 235.0, 580.0]"
684,224,3,0.1,0.9,High,ACO,71461.42229,99.63789781,"[930.0, 170.0, 925.0]","[820.0, 160.0, 815.0]"
635,225,10,0.5,0.8,High,GA,154842.6864,94.75504854,"[191.94, 329.88, 883.24, 698.44, 980.64, 568.89, 369.12, 343.51, 717.02, 0.72]","[172.2830131853432, 56.2199808583368, 266.9762063286347, 677.8821602807378, 591.247446043785, 483.87423763107574, 189.73279178005382, 220.40682359593868, 112.21758222993907, 0.30793281184240845]"
